Rk,Player,Pos,Age,Tm,G,MP,FG%,Dist.,% of FGA by Distance 2P,% of FGA by Distance 0-3,% of FGA by Distance 3-10,% of FGA by Distance 10-16,% of FGA by Distance 16-3P,% of FGA by Distance 3P,FG% by Distance 2P,FG% by Distance 0-3,FG% by Distance 3-10,FG% by Distance 10-16,FG% by Distance 16-3P,FG% by Distance 3P,% of FG Ast'd 2P,% of FG Ast'd 3P,Dunks %FGA,Dunks Num,Corner 3s %3PA,Corner 3s 3P%,Heaves Att.,Heaves Num
101,Wilson Chandler\chandwi01,PF,31,PHI,36,951,0.44,17.5,0.43,0.193,0.106,0.063,0.068,0.57,0.506,0.625,0.409,0.538,0.286,0.39,0.689,0.978,0.014,2,0.28,0.455,0,0
101,Wilson Chandler\chandwi01,SF,31,LAC,15,226,0.348,18.7,0.394,0.121,0.136,0.061,0.076,0.606,0.385,0.5,0.333,0.25,0.4,0.325,0.3,0.846,0,0,0.325,0.077,0,0
102,Joe Chealey\chealjo01,PG,23,CHO,1,8,0.333,9,1,0,0.667,0.333,0,0,0.333,,0.5,0,,,1,,0,0,,,0,0
103,Chris Chiozza\chiozch01,PG,23,HOU,7,33,0.25,19.1,0.375,0,0.25,0,0.125,0.625,0,,0,,0,0.4,,1,0,0,0.4,0.5,0,0
104,Marquese Chriss\chrisma01,PF,21,TOT,43,499,0.372,11.8,0.6,0.428,0.144,0.022,0.006,0.4,0.472,0.545,0.308,0.25,0,0.222,0.647,1,0.194,24,0.333,0.292,0,0
104,Marquese Chriss\chrisma01,PF,21,HOU,16,104,0.324,12.7,0.559,0.471,0.088,0,0,0.441,0.526,0.563,0.333,,,0.067,0.9,1,0.324,8,0.067,0,0,0
104,Marquese Chriss\chrisma01,PF,21,CLE,27,395,0.384,11.6,0.61,0.418,0.158,0.027,0.007,0.39,0.461,0.541,0.304,0.25,0,0.263,0.585,1,0.164,16,0.404,0.304,0,0
105,Gary Clark\clarkga01,PF,24,HOU,51,641,0.331,23.5,0.086,0.06,0.02,0.007,0,0.914,0.692,0.889,0.333,0,,0.297,0.556,0.927,0.02,2,0.283,0.179,0,0
106,Ian Clark\clarkia01,SG,27,NOP,60,973,0.394,17.6,0.473,0.133,0.17,0.086,0.084,0.527,0.47,0.608,0.385,0.515,0.375,0.327,0.576,0.848,0,0,0.243,0.367,0,0
107,Jordan Clarkson\clarkjo01,SG,26,CLE,81,2214,0.448,14.7,0.623,0.203,0.177,0.155,0.087,0.377,0.524,0.658,0.44,0.492,0.437,0.324,0.265,0.785,0.015,16,0.196,0.345,1,0
108,John Collins\collijo01,PF,21,ATL,61,1829,0.56,7.6,0.81,0.543,0.189,0.06,0.018,0.19,0.609,0.734,0.369,0.36,0.2,0.348,0.727,1,0.215,157,0.31,0.49,2,0
109,Zach Collins\colliza01,C,21,POR,77,1356,0.473,10.8,0.698,0.428,0.153,0.075,0.043,0.303,0.534,0.643,0.508,0.233,0.059,0.331,0.651,0.925,0.08,27,0.091,0.273,0,0
110,Darren Collison\collida01,PG,31,IND,76,2143,0.467,15.2,0.706,0.25,0.064,0.085,0.307,0.294,0.492,0.588,0.262,0.5,0.46,0.407,0.319,0.734,0.002,1,0.325,0.54,1,0
111,Bonzie Colson\colsobo01,SF,23,MIL,8,98,0.333,16.2,0.462,0.333,0.051,0.051,0.026,0.538,0.444,0.462,0.5,0,1,0.238,0.875,1,0.077,2,0.381,0.25,1,0
112,Mike Conley\conlemi01,PG,31,MEM,70,2342,0.438,15.3,0.62,0.19,0.157,0.15,0.122,0.38,0.483,0.554,0.494,0.429,0.423,0.364,0.304,0.594,0,0,0.115,0.49,3,0
113,Pat Connaughton\connapa01,SG,26,MIL,61,1261,0.466,16.4,0.429,0.311,0.074,0.017,0.026,0.571,0.647,0.734,0.423,0.167,0.556,0.33,0.753,0.939,0.146,43,0.185,0.324,0,0
114,Quinn Cook\cookqu01,PG,25,GSW,74,1059,0.465,17.5,0.544,0.157,0.089,0.118,0.18,0.456,0.515,0.609,0.436,0.442,0.519,0.405,0.407,0.815,0.002,0,0.205,0.439,1,0
115,DeMarcus Cousins\couside01,C,28,GSW,30,771,0.48,10.1,0.744,0.415,0.251,0.035,0.043,0.256,0.551,0.656,0.441,0.385,0.313,0.274,0.566,1,0.067,23,0.042,0,0,0
116,Robert Covington\covinro01,SF,28,TOT,35,1203,0.431,18.6,0.378,0.171,0.094,0.041,0.072,0.622,0.518,0.677,0.412,0.333,0.385,0.378,0.746,0.941,0.039,12,0.12,0.444,0,0
116,Robert Covington\covinro01,SF,28,PHI,13,440,0.427,19.7,0.342,0.137,0.094,0.034,0.077,0.658,0.5,0.813,0.364,0.25,0.222,0.39,0.9,1,0.043,5,0.065,0,0,0
116,Robert Covington\covinro01,SF,28,MIN,22,763,0.433,18.1,0.396,0.188,0.094,0.045,0.069,0.604,0.526,0.63,0.435,0.364,0.471,0.372,0.686,0.909,0.037,7,0.149,0.545,0,0
117,Allen Crabbe\crabbal01,SG,26,BRK,43,1133,0.367,21,0.306,0.08,0.059,0.059,0.107,0.694,0.342,0.633,0.136,0.5,0.15,0.378,0.872,0.99,0,0,0.201,0.519,2,0
118,Torrey Craig\craigto01,SF,28,DEN,75,1503,0.442,14.5,0.481,0.326,0.105,0.03,0.019,0.519,0.569,0.703,0.289,0.364,0.143,0.324,0.697,0.934,0.086,27,0.388,0.37,0,0
119,Jamal Crawford\crawfja01,SG,38,PHO,64,1211,0.397,19.6,0.539,0.043,0.068,0.178,0.249,0.461,0.453,0.526,0.333,0.462,0.468,0.332,0.112,0.507,0,0,0.178,0.25,2,0
120,Mitch Creek\creekmi01,SF,26,TOT,5,48,0.5,6.1,0.875,0.5,0.313,0,0.063,0.125,0.571,0.625,0.6,,0,0,0.625,,0,0,0.5,0,0,0
120,Mitch Creek\creekmi01,SF,26,BRK,4,36,0.5,6.7,0.9,0.4,0.4,0,0.1,0.1,0.556,0.5,0.75,,0,0,0.8,,0,0,0,,0,0
120,Mitch Creek\creekmi01,SF,26,MIN,1,12,0.5,5.3,0.833,0.667,0.167,0,0,0.167,0.6,0.75,0,,,0,0.333,,0,0,1,0,0,0
121,Jae Crowder\crowdja01,SF,28,UTA,80,2166,0.399,18.7,0.345,0.202,0.056,0.023,0.064,0.655,0.527,0.671,0.244,0.167,0.451,0.331,0.869,0.942,0.031,22,0.239,0.352,4,0
122,Dante Cunningham\cunnida01,PF,31,SAS,64,928,0.475,13.7,0.589,0.291,0.152,0.063,0.082,0.411,0.484,0.63,0.375,0.6,0.077,0.462,0.578,0.967,0.063,8,0.631,0.415,1,0
123,Seth Curry\curryse01,SG,28,POR,74,1399,0.456,19,0.46,0.116,0.077,0.077,0.189,0.54,0.463,0.593,0.417,0.5,0.386,0.45,0.455,0.832,0.002,1,0.187,0.489,0,0
124,Stephen Curry\curryst01,PG,30,GSW,69,2331,0.472,19.7,0.396,0.143,0.096,0.046,0.11,0.604,0.525,0.649,0.488,0.419,0.439,0.437,0.464,0.689,0.002,1,0.148,0.517,11,1
125,Troy Daniels\danietr01,SG,27,PHO,51,760,0.411,21.3,0.295,0.076,0.062,0.033,0.124,0.705,0.481,0.476,0.471,0.556,0.471,0.381,0.59,0.851,0,0,0.216,0.5,0,0
126,Anthony Davis\davisan02,C,25,NOP,56,1850,0.517,9.8,0.859,0.368,0.217,0.153,0.12,0.141,0.547,0.767,0.386,0.408,0.341,0.331,0.618,1,0.16,151,0.062,0.556,1,0
127,Deyonta Davis\davisde01,C,22,ATL,9,118,0.682,4.6,0.955,0.682,0.136,0.045,0.091,0.045,0.714,0.867,0.333,0,0.5,0,0.8,,0.455,10,1,0,0,0
128,Ed Davis\davised01,C,29,BRK,81,1446,0.616,2.3,0.993,0.798,0.189,0.003,0.003,0.007,0.62,0.689,0.351,0,0,0,0.602,,0.152,42,0,,0,0
129,Tyler Davis\davisty01,C,21,OKC,1,1,0,2,1,1,0,0,0,0,0,0,,,,,,,0,0,,,0,0
130,Dewayne Dedmon\dedmode01,C,29,ATL,64,1609,0.492,13.3,0.587,0.35,0.133,0.061,0.044,0.413,0.57,0.701,0.386,0.375,0.348,0.382,0.801,0.976,0.127,62,0.3,0.446,0,0
131,Sam Dekker\dekkesa01,PF,24,TOT,47,788,0.469,9.6,0.758,0.516,0.129,0.047,0.066,0.242,0.521,0.674,0.121,0.25,0.294,0.306,0.723,0.947,0.137,33,0.226,0.357,0,0
131,Sam Dekker\dekkesa01,PF,24,CLE,9,169,0.458,10.2,0.729,0.5,0.083,0.083,0.063,0.271,0.486,0.667,0,0,0.333,0.385,0.647,1,0.167,7,0.154,0.5,0,0
131,Sam Dekker\dekkesa01,PF,24,WAS,38,619,0.471,9.5,0.764,0.519,0.139,0.038,0.067,0.236,0.528,0.676,0.138,0.375,0.286,0.286,0.738,0.929,0.13,26,0.245,0.333,0,0
132,Ángel Delgado\delgaan01,C,24,LAC,2,15,0.2,1.8,1,0.8,0.2,0,0,0,0.2,0.25,0,,,,1,,0,0,,,0,0
133,Matthew Dellavedova\dellama01,PG,28,TOT,48,812,0.405,18.1,0.463,0.124,0.211,0.091,0.037,0.537,0.482,0.567,0.471,0.409,0.444,0.338,0.278,0.773,0,0,0.054,0.143,4,0
133,Matthew Dellavedova\dellama01,PG,28,MIL,12,97,0.316,18.8,0.421,0.105,0.158,0.053,0.105,0.579,0.25,0,0.333,1,0,0.364,0,1,0,0,0.091,0,0,0
133,Matthew Dellavedova\dellama01,PG,28,CLE,36,715,0.413,18,0.466,0.126,0.215,0.094,0.031,0.534,0.5,0.607,0.479,0.381,0.571,0.336,0.288,0.75,0,0,0.05,0.167,4,0
134,Luol Deng\denglu01,SF,33,MIN,22,392,0.5,12.9,0.627,0.356,0.102,0.11,0.059,0.373,0.608,0.762,0.5,0.385,0.286,0.318,0.644,0.929,0.042,4,0.455,0.45,1,0
135,DeMar DeRozan\derozde01,SG,29,SAS,77,2688,0.481,10.8,0.966,0.216,0.236,0.272,0.241,0.034,0.492,0.715,0.474,0.412,0.401,0.156,0.276,1,0.015,20,0.489,0.273,1,0
136,Marcus Derrickson\derrima01,PF,22,GSW,11,67,0.485,20.6,0.394,0.091,0.061,0.121,0.121,0.606,0.462,0.667,0,0.5,0.5,0.5,0.667,0.8,0,0,0.25,0.4,0,0
137,Cheick Diallo\diallch01,PF,22,NOP,64,896,0.62,6.3,0.985,0.48,0.292,0.148,0.066,0.015,0.625,0.746,0.532,0.5,0.444,0.25,0.826,1,0.096,26,0.5,0,1,0
138,Hamidou Diallo\diallha01,SG,20,OKC,51,526,0.455,6.3,0.855,0.624,0.145,0.061,0.024,0.145,0.504,0.583,0.25,0.2,0.75,0.167,0.592,1,0.139,22,0.833,0.2,0,0
139,Gorgui Dieng\dienggo01,C,29,MIN,76,1031,0.501,12.8,0.851,0.279,0.103,0.172,0.297,0.149,0.53,0.695,0.41,0.462,0.455,0.339,0.741,0.947,0.08,28,0.625,0.429,3,0
140,Spencer Dinwiddie\dinwisp01,PG,25,BRK,68,1914,0.442,14.4,0.553,0.281,0.185,0.064,0.023,0.447,0.528,0.648,0.399,0.453,0.316,0.335,0.165,0.556,0.021,15,0.168,0.403,5,1
141,Donte DiVincenzo\divindo01,SG,22,MIL,27,411,0.403,18.6,0.331,0.25,0.04,0.024,0.016,0.669,0.683,0.839,0,0.333,0.5,0.265,0.679,0.909,0.04,5,0.205,0.294,0,0
142,Luka Dončić\doncilu01,SG,19,DAL,72,2318,0.427,15.5,0.567,0.209,0.212,0.103,0.042,0.433,0.503,0.637,0.448,0.377,0.42,0.327,0.195,0.423,0.022,25,0.058,0.5,14,1
143,Tyler Dorsey\dorsety01,SG,22,TOT,48,698,0.405,16.2,0.5,0.242,0.114,0.038,0.106,0.5,0.477,0.609,0.333,0.3,0.393,0.333,0.524,0.932,0.004,1,0.205,0.296,0,0
143,Tyler Dorsey\dorsety01,SG,22,ATL,27,251,0.36,13.9,0.562,0.326,0.135,0.034,0.067,0.438,0.44,0.655,0.167,0,0.167,0.256,0.727,1,0.011,1,0.231,0.111,0,0
143,Tyler Dorsey\dorsety01,SG,22,MEM,21,447,0.429,17.3,0.469,0.2,0.103,0.04,0.126,0.531,0.5,0.571,0.444,0.429,0.455,0.366,0.415,0.912,0,0,0.194,0.389,0,0
144,Damyean Dotson\dotsoda01,SG,24,NYK,73,2004,0.415,18.2,0.51,0.165,0.062,0.08,0.203,0.49,0.461,0.591,0.209,0.393,0.458,0.368,0.567,0.881,0.01,4,0.152,0.5,1,0
145,PJ Dozier\doziepj01,SG,22,BOS,6,51,0.381,13.8,0.619,0.333,0.095,0.095,0.095,0.381,0.462,0.857,0,0,0,0.25,0,1,0.095,2,0.125,0,0,0
146,Goran Dragić\dragigo01,PG,32,MIA,36,991,0.413,13.8,0.621,0.277,0.145,0.134,0.065,0.379,0.454,0.575,0.365,0.362,0.321,0.348,0.295,0.772,0,0,0.177,0.31,0,0
147,Andre Drummond\drumman01,C,25,DET,79,2647,0.533,4.1,0.964,0.624,0.299,0.034,0.007,0.036,0.548,0.646,0.384,0.306,0,0.132,0.57,0.8,0.184,167,0.132,0,7,0
148,Jared Dudley\dudleja01,PF,33,BRK,59,1220,0.423,18.2,0.368,0.209,0.079,0.025,0.054,0.632,0.545,0.62,0.368,0.5,0.538,0.351,0.875,1,0,0,0.205,0.452,0,0
149,Kris Dunn\dunnkr01,PG,24,CHI,46,1389,0.425,11.6,0.81,0.257,0.227,0.19,0.136,0.19,0.441,0.585,0.339,0.448,0.333,0.354,0.177,0.647,0.028,13,0.177,0.353,0,0
150,Kevin Durant\duranke01,SF,30,GSW,78,2702,0.521,14.9,0.719,0.189,0.106,0.238,0.187,0.281,0.587,0.752,0.541,0.517,0.535,0.353,0.471,0.569,0.087,114,0.077,0.233,0,0
151,Trevon Duval\duvaltr01,PG,20,MIL,3,6,0.667,13.3,0.667,0.333,0,0.333,0,0.333,0.5,1,,0,,1,1,1,0,0,1,1,0,0
152,Vince Edwards\edwarvi01,SF,22,HOU,2,16,0.25,24.3,0,0,0,0,0,1,,,,,,0.25,,1,0,0,0.75,0.333,0,0
153,Henry Ellenson\ellenhe01,PF,22,TOT,19,259,0.411,13.7,0.6,0.253,0.211,0.074,0.063,0.4,0.386,0.542,0.2,0.429,0.333,0.447,0.727,0.882,0.011,1,0.395,0.333,0,0
153,Henry Ellenson\ellenhe01,PF,22,DET,2,25,0.4,15.9,0.6,0.1,0.3,0,0.2,0.4,0.333,1,0,,0.5,0.5,1,0.5,0.1,1,0.25,0,0,0
153,Henry Ellenson\ellenhe01,PF,22,NYK,17,234,0.412,13.5,0.6,0.271,0.2,0.082,0.047,0.4,0.392,0.522,0.235,0.429,0.25,0.441,0.7,0.933,0,0,0.412,0.357,0,0
154,Wayne Ellington\ellinwa01,SG,31,TOT,53,1297,0.403,21.8,0.186,0.072,0.068,0.015,0.031,0.814,0.541,0.758,0.452,0.429,0.286,0.371,0.761,0.906,0.002,1,0.263,0.388,0,0
154,Wayne Ellington\ellinwa01,SG,31,MIA,25,533,0.375,22.1,0.158,0.071,0.043,0.016,0.027,0.842,0.414,0.538,0.5,0.333,0,0.368,0.75,0.965,0,0,0.271,0.405,0,0
154,Wayne Ellington\ellinwa01,SG,31,DET,28,764,0.421,21.5,0.205,0.073,0.084,0.015,0.033,0.795,0.607,0.9,0.435,0.5,0.444,0.373,0.765,0.864,0.004,1,0.258,0.375,0,0
155,Joel Embiid\embiijo01,C,24,PHI,64,2154,0.484,11,0.781,0.345,0.209,0.137,0.09,0.219,0.535,0.729,0.404,0.366,0.352,0.3,0.487,0.924,0.1,106,0.038,0.4,2,0
156,James Ennis\ennisja01,SF,28,TOT,58,1230,0.469,14.3,0.469,0.367,0.075,0.017,0.01,0.531,0.601,0.667,0.364,0.4,0.333,0.353,0.723,0.982,0.082,22,0.506,0.392,0,0
156,James Ennis\ennisja01,SF,28,HOU,40,949,0.493,14.9,0.431,0.355,0.071,0,0.005,0.569,0.659,0.707,0.4,,1,0.367,0.717,0.977,0.076,16,0.475,0.421,0,0
156,James Ennis\ennisja01,SF,28,PHI,18,281,0.41,12.6,0.566,0.398,0.084,0.06,0.024,0.434,0.489,0.576,0.286,0.4,0,0.306,0.739,1,0.096,6,0.611,0.318,0,0
157,Drew Eubanks\eubandr01,PF,21,SAS,23,113,0.577,5.4,1,0.269,0.731,0,0,0,0.577,0.571,0.579,,,,0.733,,0.038,1,,,0,0
158,Jacob Evans\evansja02,SG,21,GSW,30,204,0.34,16.1,0.717,0.151,0.113,0.17,0.283,0.283,0.368,0.375,0.333,0.556,0.267,0.267,0.5,1,0.019,1,0.2,0.333,0,0
159,Jawun Evans\evansja01,PG,22,TOT,8,65,0.214,16.3,0.786,0,0.357,0.143,0.286,0.214,0.273,,0.4,0,0.25,0,0.667,,0,0,0,,0,0
159,Jawun Evans\evansja01,PG,22,PHO,7,64,0.231,15.5,0.846,0,0.385,0.154,0.308,0.154,0.273,,0.4,0,0.25,0,0.667,,0,0,0,,0,0
159,Jawun Evans\evansja01,PG,22,OKC,1,1,0,26,0,0,0,0,0,1,,,,,,0,,,0,0,0,,0,0
160,Tyreke Evans\evansty01,SG,29,IND,69,1402,0.389,12.7,0.673,0.388,0.138,0.015,0.132,0.327,0.405,0.492,0.253,0.4,0.31,0.356,0.3,0.688,0.003,1,0.106,0.261,0,0
161,Dante Exum\exumda01,PG,23,UTA,42,664,0.419,9,0.743,0.444,0.266,0.025,0.008,0.257,0.464,0.551,0.297,0.667,0.5,0.29,0.337,0.944,0.066,13,0.516,0.313,0,0
162,Kenneth Faried\farieke01,C,29,TOT,37,728,0.589,4.9,0.906,0.649,0.226,0.019,0.011,0.094,0.617,0.698,0.367,0.8,0.667,0.32,0.716,1,0.249,56,0.32,0.375,1,0
162,Kenneth Faried\farieke01,C,29,BRK,12,118,0.595,5,0.881,0.643,0.214,0.024,0,0.119,0.649,0.741,0.333,1,,0.2,0.708,1,0.286,10,0.6,0.333,0,0
162,Kenneth Faried\farieke01,C,29,HOU,25,610,0.587,4.9,0.91,0.65,0.229,0.018,0.013,0.09,0.611,0.69,0.373,0.75,0.667,0.35,0.718,1,0.242,46,0.25,0.4,1,0
163,Derrick Favors\favorde01,C,27,UTA,76,1766,0.586,6.6,0.874,0.586,0.16,0.076,0.052,0.126,0.64,0.744,0.444,0.426,0.375,0.218,0.754,1,0.258,146,0.782,0.213,0,0
164,Cristiano Felício\feliccr01,C,26,CHI,60,746,0.531,3.9,0.978,0.693,0.196,0.045,0.045,0.022,0.543,0.645,0.257,0.5,0.25,0,0.695,,0.145,22,0,,0,0
165,Raymond Felton\feltora01,PG,34,OKC,33,379,0.407,18.1,0.548,0.104,0.156,0.089,0.2,0.452,0.473,0.571,0.476,0.25,0.519,0.328,0.086,0.9,0,0,0.164,0.4,1,0
166,Terrance Ferguson\fergute01,SG,20,OKC,74,1931,0.429,18.2,0.327,0.206,0.046,0.028,0.046,0.673,0.56,0.742,0.2,0.333,0.25,0.366,0.873,1,0.065,24,0.514,0.403,0,0
167,Yogi Ferrell\ferreyo01,PG,25,SAC,71,1067,0.435,16.1,0.577,0.196,0.108,0.148,0.125,0.423,0.488,0.58,0.421,0.423,0.477,0.362,0.263,0.648,0,0,0.148,0.364,3,0
168,Dorian Finney-Smith\finnedo01,SF,25,DAL,81,1985,0.432,14.1,0.519,0.364,0.089,0.023,0.044,0.481,0.544,0.641,0.298,0.333,0.348,0.311,0.591,0.962,0.133,60,0.346,0.318,4,0
169,Bryn Forbes\forbebr01,SG,25,SAS,82,2293,0.456,18.7,0.478,0.104,0.115,0.095,0.164,0.522,0.489,0.622,0.418,0.4,0.508,0.426,0.546,0.847,0.004,2,0.116,0.563,3,0
170,Evan Fournier\fournev01,SG,26,ORL,81,2553,0.438,15.7,0.579,0.206,0.148,0.105,0.121,0.421,0.509,0.668,0.411,0.438,0.419,0.34,0.508,0.856,0.011,12,0.178,0.388,2,0
171,De'Aaron Fox\foxde01,PG,21,SAC,81,2546,0.458,11.6,0.789,0.279,0.254,0.118,0.139,0.211,0.482,0.687,0.357,0.392,0.373,0.371,0.172,0.523,0.039,41,0.129,0.3,0,0
172,Melvin Frazier\frazime01,SG,22,ORL,10,44,0.333,12,0.714,0.333,0.143,0.143,0.095,0.286,0.467,0.714,0.333,0,0.5,0,0.714,,0.095,2,0.5,0,0,0
173,Tim Frazier\fraziti01,PG,28,TOT,59,1120,0.444,14.3,0.613,0.272,0.123,0.126,0.092,0.387,0.494,0.648,0.281,0.455,0.375,0.366,0.392,0.811,0.004,1,0.238,0.458,0,0
173,Tim Frazier\fraziti01,PG,28,NOP,47,909,0.451,14.2,0.605,0.287,0.118,0.118,0.082,0.395,0.517,0.643,0.391,0.478,0.313,0.351,0.443,0.852,0,0,0.247,0.526,0,0
173,Tim Frazier\fraziti01,PG,28,MIL,12,211,0.424,14.5,0.636,0.227,0.136,0.152,0.121,0.364,0.429,0.667,0,0.4,0.5,0.417,0.222,0.7,0.015,1,0.208,0.2,0,0
174,Jimmer Fredette\fredeji01,SG,29,PHO,6,65,0.276,18.7,0.552,0.138,0.138,0.069,0.207,0.448,0.5,1,0.25,0.5,0.333,0,0.375,,0,0,0.231,0,1,0
175,Channing Frye\fryech01,C,35,CLE,36,341,0.368,21.7,0.325,0.043,0.077,0.085,0.12,0.675,0.289,0.8,0.222,0.1,0.286,0.405,0.727,0.969,0.017,2,0.076,0.5,0,0
176,Markelle Fultz\fultzma01,SG,20,PHI,19,427,0.419,10.2,0.91,0.348,0.174,0.232,0.155,0.09,0.433,0.648,0.296,0.333,0.25,0.286,0.279,0.5,0.045,6,0.429,0.333,2,0
177,Danilo Gallinari\gallida01,SF,30,LAC,68,2059,0.463,16.1,0.579,0.232,0.101,0.102,0.145,0.421,0.484,0.629,0.371,0.444,0.359,0.433,0.464,0.845,0.052,40,0.051,0.421,2,0
178,Langston Galloway\gallola01,SG,27,DET,80,1745,0.388,19.5,0.353,0.099,0.104,0.06,0.09,0.647,0.449,0.517,0.426,0.371,0.453,0.355,0.839,0.985,0,0,0.374,0.415,0,0
179,Billy Garrett\garrebi01,SG,24,NYK,4,63,0.407,15.4,0.704,0.222,0,0.333,0.148,0.296,0.579,0.833,,0.556,0.25,0,0.455,,0,0,0,,0,0
180,Marc Gasol\gasolma01,C,34,TOT,79,2436,0.448,14.3,0.686,0.156,0.248,0.163,0.118,0.314,0.487,0.654,0.468,0.373,0.466,0.363,0.715,0.99,0.031,23,0.026,0.286,0,0
180,Marc Gasol\gasolma01,C,34,MEM,53,1788,0.444,14.5,0.676,0.154,0.243,0.16,0.12,0.324,0.491,0.676,0.452,0.385,0.476,0.344,0.705,1,0.035,20,0.032,0.286,0,0
180,Marc Gasol\gasolma01,C,34,TOR,26,648,0.465,13.5,0.722,0.166,0.267,0.176,0.112,0.278,0.474,0.581,0.52,0.333,0.429,0.442,0.75,0.957,0.016,3,0,,0,0
181,Pau Gasol\gasolpa01,C,38,TOT,30,360,0.447,10.1,0.862,0.362,0.202,0.138,0.16,0.138,0.444,0.529,0.368,0.308,0.467,0.462,0.667,1,0.085,8,0.231,0,0,0
181,Pau Gasol\gasolpa01,C,38,SAS,27,330,0.466,9.5,0.886,0.386,0.193,0.148,0.159,0.114,0.462,0.529,0.412,0.308,0.5,0.5,0.667,1,0.091,8,0.2,0,0,0
181,Pau Gasol\gasolpa01,C,38,MIL,3,30,0.167,18.3,0.5,0,0.333,0,0.167,0.5,0,,0,,0,0.333,,1,0,0,0.333,0,0,0
182,Rudy Gay\gayru01,PF,32,SAS,69,1842,0.504,13.2,0.753,0.193,0.225,0.185,0.15,0.247,0.537,0.639,0.446,0.572,0.5,0.402,0.394,0.892,0.058,34,0.315,0.483,3,0
183,Paul George\georgpa01,SF,28,OKC,77,2841,0.438,16.6,0.531,0.211,0.097,0.108,0.115,0.469,0.484,0.629,0.363,0.391,0.409,0.386,0.311,0.671,0.035,52,0.132,0.42,8,2
184,Taj Gibson\gibsota01,PF,33,MIN,70,1686,0.566,5.9,0.937,0.547,0.248,0.069,0.073,0.063,0.583,0.69,0.421,0.405,0.487,0.324,0.669,1,0.104,55,0.765,0.385,1,0
185,Harry Giles\gilesha01,PF,20,SAC,58,820,0.503,7.1,0.983,0.394,0.325,0.161,0.103,0.017,0.512,0.686,0.416,0.393,0.333,0,0.651,,0.124,37,0.333,0,1,0
186,Shai Gilgeous-Alexander\gilgesh01,PG,20,LAC,82,2174,0.476,11.2,0.806,0.314,0.161,0.222,0.109,0.194,0.503,0.631,0.417,0.415,0.436,0.367,0.31,0.902,0.028,19,0.46,0.406,1,0
187,Rudy Gobert\goberru01,C,26,UTA,81,2577,0.669,2.2,1,0.815,0.167,0.011,0.007,0,0.669,0.743,0.361,0.125,0.2,,0.735,,0.479,306,,,0,0
188,Brandon Goodwin\goodwbr01,PG,23,DEN,16,57,0.261,12.3,0.739,0.217,0.261,0.174,0.087,0.261,0.235,0.6,0.167,0,0,0.333,0.25,1,0,0,0,,0,0
189,Aaron Gordon\gordoaa01,PF,23,ORL,78,2633,0.449,13,0.668,0.328,0.129,0.116,0.096,0.332,0.499,0.671,0.311,0.355,0.34,0.349,0.504,0.843,0.109,104,0.251,0.402,4,0
190,Eric Gordon\gordoer01,SG,30,HOU,68,2158,0.409,18.3,0.36,0.198,0.134,0.018,0.01,0.64,0.497,0.634,0.317,0.412,0.333,0.36,0.435,0.875,0.007,7,0.112,0.373,0,0
191,Marcin Gortat\gortama01,C,34,LAC,47,751,0.532,4.9,1,0.5,0.312,0.177,0.011,0,0.532,0.645,0.466,0.333,0.5,,0.818,,0.07,9,,,0,0
192,Devonte' Graham\grahade01,PG,23,CHO,46,676,0.343,18.4,0.44,0.194,0.079,0.083,0.083,0.56,0.421,0.548,0.294,0.278,0.389,0.281,0.3,0.765,0,0,0.157,0.421,5,0
193,Treveon Graham\grahatr01,SG,25,BRK,35,715,0.335,19.3,0.33,0.11,0.115,0.094,0.01,0.67,0.413,0.524,0.318,0.444,0,0.297,0.654,1,0,0,0.305,0.205,0,0
194,Jerami Grant\grantje01,PF,24,OKC,80,2612,0.497,11.4,0.644,0.42,0.141,0.045,0.038,0.356,0.555,0.679,0.293,0.324,0.419,0.392,0.786,0.991,0.136,101,0.515,0.397,2,0
195,Jerian Grant\grantje02,PG,26,ORL,60,939,0.418,18.3,0.5,0.109,0.118,0.132,0.141,0.5,0.473,0.708,0.346,0.414,0.452,0.364,0.288,0.775,0.005,1,0.127,0.429,0,0
196,Donte Grantham\grantdo01,SF,23,OKC,3,2,0,26.5,0,0,0,0,0,1,,,,,,0,,,0,0,0,,0,0
197,Danny Green\greenda02,SG,31,TOR,80,2216,0.465,19.6,0.31,0.114,0.086,0.054,0.056,0.69,0.487,0.639,0.333,0.471,0.429,0.455,0.621,0.914,0.003,2,0.414,0.5,2,0
198,Draymond Green\greendr01,PF,28,GSW,66,2065,0.445,13.4,0.609,0.358,0.135,0.066,0.05,0.391,0.549,0.702,0.316,0.393,0.286,0.285,0.702,0.936,0.064,25,0.133,0.455,1,0
199,Gerald Green\greenge01,SG,33,HOU,73,1473,0.4,20.9,0.237,0.097,0.064,0.04,0.036,0.763,0.547,0.75,0.486,0.261,0.429,0.354,0.68,0.91,0.021,10,0.313,0.413,1,0
200,JaMychal Green\greenja01,PF,28,TOT,65,1371,0.483,13,0.63,0.345,0.134,0.055,0.097,0.37,0.53,0.652,0.328,0.5,0.391,0.403,0.623,0.958,0.092,37,0.278,0.449,0,0
200,JaMychal Green\greenja01,PF,28,MEM,41,900,0.484,11.9,0.692,0.369,0.147,0.061,0.115,0.308,0.523,0.643,0.304,0.474,0.444,0.396,0.69,0.974,0.112,28,0.333,0.344,0,0
